feature,importance
Zb_angle_deg,0.042964166888583157
Za_angle_deg,0.04089273088478161
Zc_angle_deg,0.04063299402755598
Ib_peak_to_peak,0.02930040834142681
Ib_std,0.02844442471397328
Ic_peak_to_peak,0.02831700761086684
Ic_std,0.02768438958732833
Ic_rms,0.027544035536173163
Ia_rms,0.026622108120641877
Ib_rms,0.02653808835180683
Ia_peak_to_peak,0.02652929413552669
Ia_std,0.02570306141638937
V1_rms,0.02468607017366439
Vc_std,0.021812073042524544
Vc_rms,0.02092754367492568
